docking_rank,candidate_id,chunk_id,source_models,minimized_affinity_kcal_mol,cnn_score,cnn_affinity,cnn_vs,mw,tpsa,clogp,hbd,hba,rotatable_bonds,formal_charge,sa_score,lipinski_rule_of_five_violations,max_clinical_similarity,max_patent_proxy_similarity,parent_inchi_key,parent_smiles,canonical_smiles,generated_smiles,pose_sdf,analysis_smiles,murcko_scaffold,generic_murcko_scaffold,structure_qc_flags,pose_qc_pass,pose_qc_flags,ecfp_cluster_id,selected_for_admet,selected_for_pre_admet_md,admet_selection_rank,pre_admet_md_selection_rank
40,FXIA-GEN-031290,0063,reinvent_denovo,-8.18869,0.9798588753,6.3537135124,6.2257423401,404.466,76.66,3.951,2.0,4.0,8.0,0.0,1.786,0.0,0.171,0.171,VXKUCIJXQNUCBH-UHFFFAOYSA-N,COc1ccccc1OCC(=O)Nc1ccc(C)cc1C(=O)NCc1ccccc1,COc1ccccc1OCC(=O)Nc1ccc(C)cc1C(=O)NCc1ccccc1,COc1ccccc1OCC(=O)Nc1ccc(C)cc1C(=O)NCc1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0063_gnina_poses.sdf,COc1ccccc1OCC(=O)Nc1ccc(C)cc1C(=O)NCc1ccccc1,O=C(COc1ccccc1)Nc1ccccc1C(=O)NCc1ccccc1,CC(CCC1CCCCC1)CC1CCCCC1C(C)CCC1CCCCC1,ok,true,ok,32,true,false,32,
42,FXIA-GEN-024458,0049,reinvent_denovo,-9.90491,0.9797532558,6.8768758774,6.7376413345,369.329,116.53,2.297,3.0,7.0,4.0,0.0,2.92,0.0,0.079,0.138,QUNVGFKOVVLHSJ-UHFFFAOYSA-N,O=C(C=Cc1ccc(O)c(O)c1)N(O)C(=O)C=Cc1cccc2c1OCO2,O=C(C=Cc1ccc(O)c(O)c1)N(O)C(=O)C=Cc1cccc2c1OCO2,O=C(C=Cc1ccc(O)c(O)c1)N(O)C(=O)C=Cc1cccc2c1OCO2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0049_gnina_poses.sdf,O=C(C=Cc1ccc(O)c(O)c1)N(O)C(=O)C=Cc1cccc2c1OCO2,O=C(C=Cc1ccccc1)NC(=O)C=Cc1cccc2c1OCO2,CC(CCC1CCCCC1)CC(C)CCC1CCCC2CCCC21,ok,true,ok,33,true,false,33,
43,FXIA-GEN-023147,0047,mol2mol,-10.00762,0.9796534777,7.1398210526,6.994550705,451.788,106.23,3.992,2.0,4.0,6.0,0.0,3.097,0.0,0.131,0.494,PYVOJBIXLJXPQC-UHFFFAOYSA-N,O=C(Cc1ccc(-c2c(C(F)F)ccc(Cl)c2F)c[n+]1[O-])Nc1ccc(C(=O)O)cn1,O=C(Cc1ccc(-c2c(C(F)F)ccc(Cl)c2F)c[n+]1[O-])Nc1ccc(C(=O)O)cn1,O=C(Cc1ccc(-c2c(C(F)F)ccc(Cl)c2F)c[n+]1[O-])Nc1ccc(C(=O)O)cn1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0047_gnina_poses.sdf,O=C(Cc1ccc(-c2c(C(F)F)ccc(Cl)c2F)c[n+]1[O-])Nc1ccc(C(=O)O)cn1,O=C(Cc1ccc(-c2ccccc2)c[nH+]1)Nc1ccccn1,CC(CC1CCCCC1)CC1CCC(C2CCCCC2)CC1,ok,true,ok,34,true,false,34,
44,FXIA-GEN-025134,0051,reinvent_denovo,-8.87553,0.9792205095,7.0126709938,6.8669514656,360.461,74.73,4.12,1.0,4.0,6.0,0.0,3.102,0.0,0.132,0.151,RFNAHHRMJQMYSN-UHFFFAOYSA-N,CCCc1c(-c2ccc(C#N)cc2C)nnn1CC(O)c1cccc(C)c1,CCCc1c(-c2ccc(C#N)cc2C)nnn1CC(O)c1cccc(C)c1,CCCc1c(-c2ccc(C#N)cc2C)nnn1CC(O)c1cccc(C)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf,CCCc1c(-c2ccc(C#N)cc2C)nnn1CC(O)c1cccc(C)c1,c1ccc(CCn2cc(-c3ccccc3)nn2)cc1,C1CCC(CCC2CCC(C3CCCCC3)C2)CC1,ok,true,ok,35,true,false,35,
45,FXIA-GEN-003410,0007,reinvent_denovo,-8.16846,0.9792163968,6.6588973999,6.5205016136,405.204,111.52,1.961,3.0,6.0,5.0,0.0,3.346,0.0,0.1,0.121,CEXIPENKTFAZEP-UHFFFAOYSA-N,O=C(NN=Cc1ccc(O)c(Br)c1)C1OC1C(=O)c1ccccc1O,O=C(NN=Cc1ccc(O)c(Br)c1)C1OC1C(=O)c1ccccc1O,O=C(NN=Cc1ccc(O)c(Br)c1)C1OC1C(=O)c1ccccc1O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0007_gnina_poses.sdf,O=C(NN=Cc1ccc(O)c(Br)c1)C1OC1C(=O)c1ccccc1O,O=C(NN=Cc1ccccc1)C1OC1C(=O)c1ccccc1,CC(CCCC1CCCCC1)C1CC1C(C)C1CCCCC1,ok,true,ok,36,true,false,36,
46,FXIA-GEN-013225,0027,reinvent_denovo,-8.29631,0.9790979624,7.797150135,7.6341738701,481.6,124.44,1.849,2.0,9.0,9.0,0.0,3.033,0.0,0.129,0.147,JMCHCOBPDSGVHU-UHFFFAOYSA-N,COC(=O)c1c(NC(=O)CSc2nnc(CC(=O)NCC3CCCO3)n2C)sc(C)c1C,COC(=O)c1c(NC(=O)CSc2nnc(CC(=O)NCC3CCCO3)n2C)sc(C)c1C,COC(=O)c1c(NC(=O)CSc2nnc(CC(=O)NCC3CCCO3)n2C)sc(C)c1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0027_gnina_poses.sdf,COC(=O)c1c(NC(=O)CSc2nnc(CC(=O)NCC3CCCO3)n2C)sc(C)c1C,O=C(Cc1nnc(SCC(=O)Nc2cccs2)[nH]1)NCC1CCCO1,CC(CCC1CCC(CC(C)CCC2CCCC2)C1)CC1CCCC1,ok,true,ok,37,true,false,37,
47,FXIA-GEN-006604,0014,reinvent_denovo,-6.59775,0.9789636135,6.553920269,6.4160494804,358.851,87.51,1.825,2.0,6.0,7.0,0.0,2.314,0.0,0.15,0.182,FGHXJSKBWWVXHD-UHFFFAOYSA-N,O=C(CN1CCSCC1)NCCNc1ccc(Cl)cc1[N+](=O)[O-],O=C(CN1CCSCC1)NCCNc1ccc(Cl)cc1[N+](=O)[O-],O=C(CN1CCSCC1)NCCNc1ccc(Cl)cc1[N+](=O)[O-],results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0014_gnina_poses.sdf,O=C(CN1CCSCC1)NCCNc1ccc(Cl)cc1[N+](=O)[O-],O=C(CN1CCSCC1)NCCNc1ccccc1,CC(CCCCC1CCCCC1)CC1CCCCC1,ok,true,ok,38,true,false,38,
48,FXIA-GEN-008501,0018,reinvent_denovo,-6.70362,0.978581965,6.3560848236,6.2199501991,364.265,78.51,1.247,2.0,4.0,6.0,0.0,2.153,0.0,0.107,0.137,GLOJVNSOOQRZLA-UHFFFAOYSA-N,CC(=O)Nc1ccc(Br)cc1S(=O)(=O)NCCN(C)C,CC(=O)Nc1ccc(Br)cc1S(=O)(=O)NCCN(C)C,CC(=O)Nc1ccc(Br)cc1S(=O)(=O)NCCN(C)C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0018_gnina_poses.sdf,CC(=O)Nc1ccc(Br)cc1S(=O)(=O)NCCN(C)C,c1ccccc1,C1CCCCC1,ok,true,ok,39,true,false,39,
50,FXIA-GEN-022252,0045,reinvent_denovo,-9.20822,0.9783917069,6.5777974129,6.4356622696,395.484,72.39,3.753,0.0,6.0,3.0,0.0,2.408,0.0,0.111,0.15,PJFPFEXMGUCNOT-UHFFFAOYSA-N,Cc1nc(C)c2c(C)c(C(=O)OCC(=O)N3CCCc4ccccc43)sc2n1,Cc1nc(C)c2c(C)c(C(=O)OCC(=O)N3CCCc4ccccc43)sc2n1,Cc1nc(C)c2c(C)c(C(=O)OCC(=O)N3CCCc4ccccc43)sc2n1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0045_gnina_poses.sdf,Cc1nc(C)c2c(C)c(C(=O)OCC(=O)N3CCCc4ccccc43)sc2n1,O=C(OCC(=O)N1CCCc2ccccc21)c1cc2cncnc2s1,CC(CCC(C)C1CCCC2CCCCC21)C1CC2CCCCC2C1,ok,true,ok,40,true,false,40,
51,FXIA-GEN-037031,0075,reinvent_denovo,-8.51638,0.978197515,6.6321516037,6.4875540733,398.463,86.88,3.715,3.0,4.0,7.0,0.0,2.196,0.0,0.12,0.181,ZOKBHTNZYODQQE-UHFFFAOYSA-N,O=C(CCSc1nc2ccc(F)cc2[nH]1)Nc1ccccc1C(=O)NC1CC1,O=C(CCSc1nc2ccc(F)cc2[nH]1)Nc1ccccc1C(=O)NC1CC1,O=C(CCSc1nc2ccc(F)cc2[nH]1)Nc1ccccc1C(=O)NC1CC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0075_gnina_poses.sdf,O=C(CCSc1nc2ccc(F)cc2[nH]1)Nc1ccccc1C(=O)NC1CC1,O=C(CCSc1nc2ccccc2[nH]1)Nc1ccccc1C(=O)NC1CC1,CC(CCCC1CC2CCCCC2C1)CC1CCCCC1C(C)CC1CC1,ok,true,ok,41,true,false,41,
54,FXIA-GEN-003120,0007,reinvent_denovo,-10.09405,0.9774754047,7.1925740242,7.0305643082,393.535,74.49,3.237,2.0,5.0,4.0,0.0,3.931,0.0,0.144,0.208,CAHPZCBRJAPIKP-UHFFFAOYSA-N,Nc1nccc2cc(NC(=O)CN3C4CCC3CN(C3CCCCC3)C4)ccc12,Nc1nccc2cc(NC(=O)CN3C4CCC3CN(C3CCCCC3)C4)ccc12,Nc1nccc2cc(NC(=O)CN3C4CCC3CN(C3CCCCC3)C4)ccc12,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0007_gnina_poses.sdf,Nc1nccc2cc(NC(=O)CN3C4CCC3CN(C3CCCCC3)C4)ccc12,O=C(CN1C2CCC1CN(C1CCCCC1)C2)Nc1ccc2cnccc2c1,CC(CC1CCC2CCCCC2C1)CC1C2CCC1CC(C1CCCCC1)C2,ok,true,ok,42,true,false,42,
55,FXIA-GEN-025438,0051,reinvent_denovo,-8.31989,0.9774562716,6.7766566277,6.6238856316,436.386,104.73,3.047,3.0,4.0,7.0,0.0,2.812,0.0,0.151,0.173,RKVSSRDVARZWTA-UHFFFAOYSA-N,O=C(O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NCC(F)(F)F,O=C(O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NCC(F)(F)F,O=C(O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NCC(F)(F)F,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf,O=C(O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NCC(F)(F)F,c1ccc2c(c1)Cc1ccccc1-2,C1CCC2C(C1)CC1CCCCC12,ok,true,ok,43,true,false,43,
56,FXIA-GEN-018735,0038,reinvent_denovo,-7.87174,0.977355361,6.3095755577,6.1666975021,369.417,84.86,2.933,2.0,5.0,7.0,0.0,2.923,0.0,0.107,0.191,NBBLWQZOCLCFPY-UHFFFAOYSA-N,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)OCC1Cc2ccccc21,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)OCC1Cc2ccccc21,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)OCC1Cc2ccccc21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)OCC1Cc2ccccc21,O=C(NCCc1ccccc1)OCC1Cc2ccccc21,CC(CCCC1CCCCC1)CCC1CC2CCCCC21,ok,true,ok,44,true,false,44,
57,FXIA-GEN-029871,0060,reinvent_denovo,-7.929,0.9771470428,6.5104632378,6.3616800308,368.458,68.29,4.271,1.0,5.0,5.0,0.0,2.164,0.0,0.145,0.174,UYYSCHCVBQEINO-UHFFFAOYSA-N,COC(=O)c1c(NC(=O)CCc2cnc3ccccc3c2)sc(C)c1C,COC(=O)c1c(NC(=O)CCc2cnc3ccccc3c2)sc(C)c1C,COC(=O)c1c(NC(=O)CCc2cnc3ccccc3c2)sc(C)c1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0060_gnina_poses.sdf,COC(=O)c1c(NC(=O)CCc2cnc3ccccc3c2)sc(C)c1C,O=C(CCc1cnc2ccccc2c1)Nc1cccs1,CC(CCC1CCC2CCCCC2C1)CC1CCCC1,ok,true,ok,45,true,false,45,
59,FXIA-GEN-028598,0058,reinvent_denovo,-8.88568,0.9765674472,8.1370019913,7.9463310242,498.364,122.55,2.889,3.0,6.0,7.0,0.0,2.949,0.0,0.171,0.171,UEEKSNPXJSNABM-UHFFFAOYSA-N,COCC(=O)Nc1cc(F)c(F)c(F)c1C(=O)c1cc(F)c(F)c(NC(=O)c2nn(C)cc2O)c1,COCC(=O)Nc1cc(F)c(F)c(F)c1C(=O)c1cc(F)c(F)c(NC(=O)c2nn(C)cc2O)c1,COCC(=O)Nc1cc(F)c(F)c(F)c1C(=O)c1cc(F)c(F)c(NC(=O)c2nn(C)cc2O)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0058_gnina_poses.sdf,COCC(=O)Nc1cc(F)c(F)c(F)c1C(=O)c1cc(F)c(F)c(NC(=O)c2nn(C)cc2O)c1,O=C(c1ccccc1)c1cccc(NC(=O)c2cc[nH]n2)c1,CC(CC1CCCC(C(C)C2CCCCC2)C1)C1CCCC1,ok,true,ok,46,true,false,46,
61,FXIA-GEN-023530,0048,reinvent_denovo,-7.63609,0.9763222933,6.1305994987,5.985440731,357.204,76.66,2.423,2.0,4.0,6.0,0.0,2.204,0.0,0.106,0.144,QFAASNSMLLYVCO-UHFFFAOYSA-N,CCCCNC(=O)CC(=O)Nc1cc2c(cc1Br)OCO2,CCCCNC(=O)CC(=O)Nc1cc2c(cc1Br)OCO2,CCCCNC(=O)CC(=O)Nc1cc2c(cc1Br)OCO2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0048_gnina_poses.sdf,CCCCNC(=O)CC(=O)Nc1cc2c(cc1Br)OCO2,c1ccc2c(c1)OCO2,C1CCC2CCCC2C1,ok,true,ok,47,true,false,47,
63,FXIA-GEN-018861,0038,reinvent_denovo,-8.62075,0.9761966467,7.1286115646,6.9589266777,410.536,84.94,2.008,1.0,5.0,6.0,0.0,2.827,0.0,0.133,0.155,NCWSAZWWJOWLHC-UHFFFAOYSA-N,COc1cc(C)c(C)cc1S(=O)(=O)NCC1CN(C(=O)C2CCCC2)CCO1,COc1cc(C)c(C)cc1S(=O)(=O)NCC1CN(C(=O)C2CCCC2)CCO1,COc1cc(C)c(C)cc1S(=O)(=O)NCC1CN(C(=O)C2CCCC2)CCO1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf,COc1cc(C)c(C)cc1S(=O)(=O)NCC1CN(C(=O)C2CCCC2)CCO1,O=C(C1CCCC1)N1CCOC(CNS(=O)(=O)c2ccccc2)C1,CC(C1CCCC1)C1CCCC(CCC(C)(C)C2CCCCC2)C1,ok,true,ok,48,true,false,48,
65,FXIA-GEN-019283,0039,reinvent_denovo,-8.1685,0.976062119,6.7626342773,6.6007509232,385.445,112.24,2.313,1.0,6.0,6.0,0.0,2.896,0.0,0.134,0.222,NJTSZJCTYVGDLW-UHFFFAOYSA-N,CC(COC(=O)c1nncc2cc(S(N)(=O)=O)ccc12)Cc1ccccc1,CC(COC(=O)c1nncc2cc(S(N)(=O)=O)ccc12)Cc1ccccc1,CC(COC(=O)c1nncc2cc(S(N)(=O)=O)ccc12)Cc1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0039_gnina_poses.sdf,CC(COC(=O)c1nncc2cc(S(N)(=O)=O)ccc12)Cc1ccccc1,O=C(OCCCc1ccccc1)c1nncc2ccccc12,CC(CCCCC1CCCCC1)C1CCCC2CCCCC21,ok,true,ok,49,true,false,49,
66,FXIA-GEN-029724,0060,reinvent_denovo,-7.75469,0.9758898616,6.0722136497,5.9258117676,359.809,72.47,4.118,1.0,4.0,7.0,0.0,1.787,0.0,0.15,0.208,UWMCHWUMQJYOLM-UHFFFAOYSA-N,CCOC(=O)c1ccccc1NC(=O)CCC(=O)c1ccccc1Cl,CCOC(=O)c1ccccc1NC(=O)CCC(=O)c1ccccc1Cl,CCOC(=O)c1ccccc1NC(=O)CCC(=O)c1ccccc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0060_gnina_poses.sdf,CCOC(=O)c1ccccc1NC(=O)CCC(=O)c1ccccc1Cl,O=C(CCC(=O)c1ccccc1)Nc1ccccc1,CC(CCC(C)C1CCCCC1)CC1CCCCC1,ok,true,ok,50,true,false,50,
67,FXIA-GEN-036534,0074,reinvent_denovo,-7.53074,0.9758335948,6.9117398262,6.7447080612,419.385,67.43,2.837,2.0,4.0,9.0,0.0,2.981,0.0,0.1,0.15,ZFVHKYLCFIGSJS-UHFFFAOYSA-N,CC(C)OCCCNS(=O)(=O)c1ccc(Br)c(CC2CCCN2)c1,CC(C)OCCCNS(=O)(=O)c1ccc(Br)c(CC2CCCN2)c1,CC(C)OCCCNS(=O)(=O)c1ccc(Br)c(CC2CCCN2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0074_gnina_poses.sdf,CC(C)OCCCNS(=O)(=O)c1ccc(Br)c(CC2CCCN2)c1,c1ccc(CC2CCCN2)cc1,C1CCC(CC2CCCC2)CC1,ok,true,ok,51,true,false,51,
70,FXIA-GEN-015103,0031,reinvent_denovo,-8.04538,0.9756222367,6.6533093452,6.4911165237,411.454,74.3,3.542,0.0,6.0,6.0,0.0,3.658,0.0,0.142,0.162,KSMVFDPYGPGEQV-UHFFFAOYSA-N,COC(=O)C1CN(C2CC2c2ccccc2)C(=O)OC1c1cc(OC)ccc1OC,COC(=O)C1CN(C2CC2c2ccccc2)C(=O)OC1c1cc(OC)ccc1OC,COC(=O)C1CN(C2CC2c2ccccc2)C(=O)OC1c1cc(OC)ccc1OC,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0031_gnina_poses.sdf,COC(=O)C1CN(C2CC2c2ccccc2)C(=O)OC1c1cc(OC)ccc1OC,O=C1OC(c2ccccc2)CCN1C1CC1c1ccccc1,CC1CC(C2CCCCC2)CCC1C1CC1C1CCCCC1,ok,true,ok,52,true,false,52,
71,FXIA-GEN-018110,0037,reinvent_denovo,-8.14798,0.9751938581,7.0815725327,6.9059062004,394.522,111.11,3.137,2.0,7.0,5.0,0.0,2.61,0.0,0.144,0.151,MPYXBWWQDSAVOU-UHFFFAOYSA-N,CC(C)(C)c1nnc(SCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)o1,CC(C)(C)c1nnc(SCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)o1,CC(C)(C)c1nnc(SCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)o1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0037_gnina_poses.sdf,CC(C)(C)c1nnc(SCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)o1,O=C(CSc1nnco1)Nc1cc2c(s1)CCCC2,CC(CCC1CCCC1)CC1CC2CCCCC2C1,ok,true,ok,53,true,false,53,
72,FXIA-GEN-023524,0048,reinvent_denovo,-9.03546,0.9750242233,6.563557148,6.3996272087,372.381,111.11,2.705,2.0,6.0,6.0,0.0,1.98,0.0,0.186,0.211,QEYYDBGNFPVRTP-UHFFFAOYSA-N,NC(=O)c1ccc(NC(=O)CSc2nnc(-c3ccc(F)cc3)o2)cc1,NC(=O)c1ccc(NC(=O)CSc2nnc(-c3ccc(F)cc3)o2)cc1,NC(=O)c1ccc(NC(=O)CSc2nnc(-c3ccc(F)cc3)o2)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0048_gnina_poses.sdf,NC(=O)c1ccc(NC(=O)CSc2nnc(-c3ccc(F)cc3)o2)cc1,O=C(CSc1nnc(-c2ccccc2)o1)Nc1ccccc1,CC(CCC1CCC(C2CCCCC2)C1)CC1CCCCC1,ok,true,ok,54,true,false,54,
73,FXIA-GEN-036897,0074,reinvent_denovo,-8.11728,0.9750034809,7.8007626534,7.6057705879,499.033,99.26,2.495,1.0,7.0,7.0,0.0,2.95,0.0,0.155,0.208,ZMFPQHAQBVWBQY-UHFFFAOYSA-N,CCOC(=O)C1=C(CC)Nc2ccc(Cl)cc2S(=O)(=O)N1CCC(=O)N1CCN(CC)CC1,CCOC(=O)C1=C(CC)Nc2ccc(Cl)cc2S(=O)(=O)N1CCC(=O)N1CCN(CC)CC1,CCOC(=O)C1=C(CC)Nc2ccc(Cl)cc2S(=O)(=O)N1CCC(=O)N1CCN(CC)CC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0074_gnina_poses.sdf,CCOC(=O)C1=C(CC)Nc2ccc(Cl)cc2S(=O)(=O)N1CCC(=O)N1CCN(CC)CC1,O=C(CCN1C=CNc2ccccc2S1(=O)=O)N1CCNCC1,CC(CCC1CCCC2CCCCC2C1(C)C)C1CCCCC1,ok,true,ok,55,true,false,55,
76,FXIA-GEN-017266,0035,reinvent_denovo,-7.50712,0.9744668007,6.4232506752,6.259244442,366.421,85.25,1.98,2.0,4.0,8.0,0.0,2.111,0.0,0.156,0.177,MCNKPMXFBPISHX-UHFFFAOYSA-N,COCCNC(=O)Cn1cc(NC(=O)Cc2cccc3ccccc23)cn1,COCCNC(=O)Cn1cc(NC(=O)Cc2cccc3ccccc23)cn1,COCCNC(=O)Cn1cc(NC(=O)Cc2cccc3ccccc23)cn1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0035_gnina_poses.sdf,COCCNC(=O)Cn1cc(NC(=O)Cc2cccc3ccccc23)cn1,O=C(Cc1cccc2ccccc12)Nc1cn[nH]c1,CC(CC1CCCC1)CC1CCCC2CCCCC21,ok,true,ok,56,true,false,56,
77,FXIA-GEN-023198,0047,reinvent_denovo,-8.5936,0.9742592573,6.41183424,6.2467889786,416.861,84.94,3.192,1.0,5.0,6.0,0.0,2.523,0.0,0.188,0.19,PZQQQOWQURXKJQ-UHFFFAOYSA-N,COc1ccccc1N1CC(C(=O)OCC(=O)Nc2ccc(C)cc2Cl)CC1=O,COc1ccccc1N1CC(C(=O)OCC(=O)Nc2ccc(C)cc2Cl)CC1=O,COc1ccccc1N1CC(C(=O)OCC(=O)Nc2ccc(C)cc2Cl)CC1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0047_gnina_poses.sdf,COc1ccccc1N1CC(C(=O)OCC(=O)Nc2ccc(C)cc2Cl)CC1=O,O=C(COC(=O)C1CC(=O)N(c2ccccc2)C1)Nc1ccccc1,CC(CCC(C)C1CC(C)C(C2CCCCC2)C1)CC1CCCCC1,ok,true,ok,57,true,false,57,
78,FXIA-GEN-018480,0037,reinvent_denovo,-8.16904,0.97419101,6.5880002975,6.4179706573,422.485,107.7,2.083,3.0,6.0,7.0,0.0,2.407,0.0,0.098,0.136,MWIZXAAXAYIZEM-UHFFFAOYSA-N,O=C(CNC(=O)c1cnc(N2CCC(CO)CC2)c2ccccc12)NCc1ccco1,O=C(CNC(=O)c1cnc(N2CCC(CO)CC2)c2ccccc12)NCc1ccco1,O=C(CNC(=O)c1cnc(N2CCC(CO)CC2)c2ccccc12)NCc1ccco1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0037_gnina_poses.sdf,O=C(CNC(=O)c1cnc(N2CCC(CO)CC2)c2ccccc12)NCc1ccco1,O=C(CNC(=O)c1cnc(N2CCCCC2)c2ccccc12)NCc1ccco1,CC(CCC1CCCC1)CCC(C)C1CCC(C2CCCCC2)C2CCCCC12,ok,true,ok,58,true,false,58,
80,FXIA-GEN-022332,0045,reinvent_denovo,-8.70478,0.973724246,6.8305697441,6.6510915756,407.466,69.92,4.52,1.0,4.0,7.0,0.0,2.757,0.0,0.162,0.162,PKSUBVGHQZBSAM-UHFFFAOYSA-N,CCOc1ccc2cc(C(=CC(=O)O)c3cc4c(cc3OC)CCO4)n(CC)c2c1,CCOc1ccc2cc(C(=CC(=O)O)c3cc4c(cc3OC)CCO4)n(CC)c2c1,CCOc1ccc2cc(C(=CC(=O)O)c3cc4c(cc3OC)CCO4)n(CC)c2c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0045_gnina_poses.sdf,CCOc1ccc2cc(C(=CC(=O)O)c3cc4c(cc3OC)CCO4)n(CC)c2c1,C=C(c1ccc2c(c1)OCC2)c1cc2ccccc2[nH]1,CC(C1CCC2CCCC2C1)C1CC2CCCCC2C1,ok,true,ok,59,true,false,59,
81,FXIA-GEN-028676,0058,mol2mol,-8.46824,0.9733781815,6.9169883728,6.7328457832,437.824,106.07,3.285,0.0,7.0,7.0,0.0,3.436,0.0,0.219,0.469,UFKYJQPQEIISDR-UHFFFAOYSA-N,CC(C)OP(=O)(OC(C)C)c1ccc(-c2cc(Cl)ccc2-n2cnnn2)c[n+]1[O-],CC(C)OP(=O)(OC(C)C)c1ccc(-c2cc(Cl)ccc2-n2cnnn2)c[n+]1[O-],CC(C)OP(=O)(OC(C)C)c1ccc(-c2cc(Cl)ccc2-n2cnnn2)c[n+]1[O-],results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0058_gnina_poses.sdf,CC(C)OP(=O)(OC(C)C)c1ccc(-c2cc(Cl)ccc2-n2cnnn2)c[n+]1[O-],c1c[nH+]cc(-c2ccccc2-n2cnnn2)c1,C1CCC(C2CCCCC2C2CCCC2)CC1,ok,true,ok,60,true,false,60,
83,FXIA-GEN-021301,0043,reinvent_denovo,-7.8189,0.9732940197,6.787627697,6.6063575745,436.961,75.71,4.009,1.0,5.0,7.0,0.0,2.681,0.0,0.125,0.192,OSLDYPOSZGXXQZ-UHFFFAOYSA-N,CCCCNC(=O)C1CCCCN1C(=O)COC(=O)c1sc2ccccc2c1Cl,CCCCNC(=O)C1CCCCN1C(=O)COC(=O)c1sc2ccccc2c1Cl,CCCCNC(=O)C1CCCCN1C(=O)COC(=O)c1sc2ccccc2c1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0043_gnina_poses.sdf,CCCCNC(=O)C1CCCCN1C(=O)COC(=O)c1sc2ccccc2c1Cl,O=C(OCC(=O)N1CCCCC1)c1cc2ccccc2s1,CC(CCC(C)C1CC2CCCCC2C1)C1CCCCC1,ok,true,ok,61,true,false,61,
