candidate_id,smiles,docking_rank,source_models,cnn_score,cnn_affinity,minimized_affinity_kcal_mol,mw,tpsa,clogp,hbd,hba,rotatable_bonds,formal_charge,sa_score,lipinski_rule_of_five_violations,max_clinical_similarity,max_patent_proxy_similarity,murcko_scaffold,generic_murcko_scaffold,ecfp_cluster_id,pose_qc_pass,pose_qc_flags,parent_inchi_key,parent_smiles,pose_sdf
FXIA-GEN-003120,Nc1nccc2cc(NC(=O)CN3C4CCC3CN(C3CCCCC3)C4)ccc12,54,reinvent_denovo,0.9774754047,7.1925740242,-10.09405,393.535,74.49,3.237,2.0,5.0,4.0,0.0,3.931,0.0,0.144,0.208,O=C(CN1C2CCC1CN(C1CCCCC1)C2)Nc1ccc2cnccc2c1,CC(CC1CCC2CCCCC2C1)CC1C2CCC1CC(C1CCCCC1)C2,42,true,ok,CAHPZCBRJAPIKP-UHFFFAOYSA-N,Nc1nccc2cc(NC(=O)CN3C4CCC3CN(C3CCCCC3)C4)ccc12,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0007_gnina_poses.sdf
FXIA-GEN-025438,O=C(O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NCC(F)(F)F,55,reinvent_denovo,0.9774562716,6.7766566277,-8.31989,436.386,104.73,3.047,3.0,4.0,7.0,0.0,2.812,0.0,0.151,0.173,c1ccc2c(c1)Cc1ccccc1-2,C1CCC2C(C1)CC1CCCCC12,43,true,ok,RKVSSRDVARZWTA-UHFFFAOYSA-N,O=C(O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NCC(F)(F)F,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf
FXIA-GEN-018735,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)OCC1Cc2ccccc21,56,reinvent_denovo,0.977355361,6.3095755577,-7.87174,369.417,84.86,2.933,2.0,5.0,7.0,0.0,2.923,0.0,0.107,0.191,O=C(NCCc1ccccc1)OCC1Cc2ccccc21,CC(CCCC1CCCCC1)CCC1CC2CCCCC21,44,true,ok,NBBLWQZOCLCFPY-UHFFFAOYSA-N,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)OCC1Cc2ccccc21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf
FXIA-GEN-029871,COC(=O)c1c(NC(=O)CCc2cnc3ccccc3c2)sc(C)c1C,57,reinvent_denovo,0.9771470428,6.5104632378,-7.929,368.458,68.29,4.271,1.0,5.0,5.0,0.0,2.164,0.0,0.145,0.174,O=C(CCc1cnc2ccccc2c1)Nc1cccs1,CC(CCC1CCC2CCCCC2C1)CC1CCCC1,45,true,ok,UYYSCHCVBQEINO-UHFFFAOYSA-N,COC(=O)c1c(NC(=O)CCc2cnc3ccccc3c2)sc(C)c1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0060_gnina_poses.sdf
FXIA-GEN-028598,COCC(=O)Nc1cc(F)c(F)c(F)c1C(=O)c1cc(F)c(F)c(NC(=O)c2nn(C)cc2O)c1,59,reinvent_denovo,0.9765674472,8.1370019913,-8.88568,498.364,122.55,2.889,3.0,6.0,7.0,0.0,2.949,0.0,0.171,0.171,O=C(c1ccccc1)c1cccc(NC(=O)c2cc[nH]n2)c1,CC(CC1CCCC(C(C)C2CCCCC2)C1)C1CCCC1,46,true,ok,UEEKSNPXJSNABM-UHFFFAOYSA-N,COCC(=O)Nc1cc(F)c(F)c(F)c1C(=O)c1cc(F)c(F)c(NC(=O)c2nn(C)cc2O)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0058_gnina_poses.sdf
FXIA-GEN-023530,CCCCNC(=O)CC(=O)Nc1cc2c(cc1Br)OCO2,61,reinvent_denovo,0.9763222933,6.1305994987,-7.63609,357.204,76.66,2.423,2.0,4.0,6.0,0.0,2.204,0.0,0.106,0.144,c1ccc2c(c1)OCO2,C1CCC2CCCC2C1,47,true,ok,QFAASNSMLLYVCO-UHFFFAOYSA-N,CCCCNC(=O)CC(=O)Nc1cc2c(cc1Br)OCO2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0048_gnina_poses.sdf
FXIA-GEN-018861,COc1cc(C)c(C)cc1S(=O)(=O)NCC1CN(C(=O)C2CCCC2)CCO1,63,reinvent_denovo,0.9761966467,7.1286115646,-8.62075,410.536,84.94,2.008,1.0,5.0,6.0,0.0,2.827,0.0,0.133,0.155,O=C(C1CCCC1)N1CCOC(CNS(=O)(=O)c2ccccc2)C1,CC(C1CCCC1)C1CCCC(CCC(C)(C)C2CCCCC2)C1,48,true,ok,NCWSAZWWJOWLHC-UHFFFAOYSA-N,COc1cc(C)c(C)cc1S(=O)(=O)NCC1CN(C(=O)C2CCCC2)CCO1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf
FXIA-GEN-019283,CC(COC(=O)c1nncc2cc(S(N)(=O)=O)ccc12)Cc1ccccc1,65,reinvent_denovo,0.976062119,6.7626342773,-8.1685,385.445,112.24,2.313,1.0,6.0,6.0,0.0,2.896,0.0,0.134,0.222,O=C(OCCCc1ccccc1)c1nncc2ccccc12,CC(CCCCC1CCCCC1)C1CCCC2CCCCC21,49,true,ok,NJTSZJCTYVGDLW-UHFFFAOYSA-N,CC(COC(=O)c1nncc2cc(S(N)(=O)=O)ccc12)Cc1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0039_gnina_poses.sdf
FXIA-GEN-029724,CCOC(=O)c1ccccc1NC(=O)CCC(=O)c1ccccc1Cl,66,reinvent_denovo,0.9758898616,6.0722136497,-7.75469,359.809,72.47,4.118,1.0,4.0,7.0,0.0,1.787,0.0,0.15,0.208,O=C(CCC(=O)c1ccccc1)Nc1ccccc1,CC(CCC(C)C1CCCCC1)CC1CCCCC1,50,true,ok,UWMCHWUMQJYOLM-UHFFFAOYSA-N,CCOC(=O)c1ccccc1NC(=O)CCC(=O)c1ccccc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0060_gnina_poses.sdf
FXIA-GEN-036534,CC(C)OCCCNS(=O)(=O)c1ccc(Br)c(CC2CCCN2)c1,67,reinvent_denovo,0.9758335948,6.9117398262,-7.53074,419.385,67.43,2.837,2.0,4.0,9.0,0.0,2.981,0.0,0.1,0.15,c1ccc(CC2CCCN2)cc1,C1CCC(CC2CCCC2)CC1,51,true,ok,ZFVHKYLCFIGSJS-UHFFFAOYSA-N,CC(C)OCCCNS(=O)(=O)c1ccc(Br)c(CC2CCCN2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0074_gnina_poses.sdf
FXIA-GEN-015103,COC(=O)C1CN(C2CC2c2ccccc2)C(=O)OC1c1cc(OC)ccc1OC,70,reinvent_denovo,0.9756222367,6.6533093452,-8.04538,411.454,74.3,3.542,0.0,6.0,6.0,0.0,3.658,0.0,0.142,0.162,O=C1OC(c2ccccc2)CCN1C1CC1c1ccccc1,CC1CC(C2CCCCC2)CCC1C1CC1C1CCCCC1,52,true,ok,KSMVFDPYGPGEQV-UHFFFAOYSA-N,COC(=O)C1CN(C2CC2c2ccccc2)C(=O)OC1c1cc(OC)ccc1OC,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0031_gnina_poses.sdf
FXIA-GEN-018110,CC(C)(C)c1nnc(SCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)o1,71,reinvent_denovo,0.9751938581,7.0815725327,-8.14798,394.522,111.11,3.137,2.0,7.0,5.0,0.0,2.61,0.0,0.144,0.151,O=C(CSc1nnco1)Nc1cc2c(s1)CCCC2,CC(CCC1CCCC1)CC1CC2CCCCC2C1,53,true,ok,MPYXBWWQDSAVOU-UHFFFAOYSA-N,CC(C)(C)c1nnc(SCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)o1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0037_gnina_poses.sdf
FXIA-GEN-023524,NC(=O)c1ccc(NC(=O)CSc2nnc(-c3ccc(F)cc3)o2)cc1,72,reinvent_denovo,0.9750242233,6.563557148,-9.03546,372.381,111.11,2.705,2.0,6.0,6.0,0.0,1.98,0.0,0.186,0.211,O=C(CSc1nnc(-c2ccccc2)o1)Nc1ccccc1,CC(CCC1CCC(C2CCCCC2)C1)CC1CCCCC1,54,true,ok,QEYYDBGNFPVRTP-UHFFFAOYSA-N,NC(=O)c1ccc(NC(=O)CSc2nnc(-c3ccc(F)cc3)o2)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0048_gnina_poses.sdf
FXIA-GEN-036897,CCOC(=O)C1=C(CC)Nc2ccc(Cl)cc2S(=O)(=O)N1CCC(=O)N1CCN(CC)CC1,73,reinvent_denovo,0.9750034809,7.8007626534,-8.11728,499.033,99.26,2.495,1.0,7.0,7.0,0.0,2.95,0.0,0.155,0.208,O=C(CCN1C=CNc2ccccc2S1(=O)=O)N1CCNCC1,CC(CCC1CCCC2CCCCC2C1(C)C)C1CCCCC1,55,true,ok,ZMFPQHAQBVWBQY-UHFFFAOYSA-N,CCOC(=O)C1=C(CC)Nc2ccc(Cl)cc2S(=O)(=O)N1CCC(=O)N1CCN(CC)CC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0074_gnina_poses.sdf
FXIA-GEN-017266,COCCNC(=O)Cn1cc(NC(=O)Cc2cccc3ccccc23)cn1,76,reinvent_denovo,0.9744668007,6.4232506752,-7.50712,366.421,85.25,1.98,2.0,4.0,8.0,0.0,2.111,0.0,0.156,0.177,O=C(Cc1cccc2ccccc12)Nc1cn[nH]c1,CC(CC1CCCC1)CC1CCCC2CCCCC21,56,true,ok,MCNKPMXFBPISHX-UHFFFAOYSA-N,COCCNC(=O)Cn1cc(NC(=O)Cc2cccc3ccccc23)cn1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0035_gnina_poses.sdf
FXIA-GEN-023198,COc1ccccc1N1CC(C(=O)OCC(=O)Nc2ccc(C)cc2Cl)CC1=O,77,reinvent_denovo,0.9742592573,6.41183424,-8.5936,416.861,84.94,3.192,1.0,5.0,6.0,0.0,2.523,0.0,0.188,0.19,O=C(COC(=O)C1CC(=O)N(c2ccccc2)C1)Nc1ccccc1,CC(CCC(C)C1CC(C)C(C2CCCCC2)C1)CC1CCCCC1,57,true,ok,PZQQQOWQURXKJQ-UHFFFAOYSA-N,COc1ccccc1N1CC(C(=O)OCC(=O)Nc2ccc(C)cc2Cl)CC1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0047_gnina_poses.sdf
FXIA-GEN-018480,O=C(CNC(=O)c1cnc(N2CCC(CO)CC2)c2ccccc12)NCc1ccco1,78,reinvent_denovo,0.97419101,6.5880002975,-8.16904,422.485,107.7,2.083,3.0,6.0,7.0,0.0,2.407,0.0,0.098,0.136,O=C(CNC(=O)c1cnc(N2CCCCC2)c2ccccc12)NCc1ccco1,CC(CCC1CCCC1)CCC(C)C1CCC(C2CCCCC2)C2CCCCC12,58,true,ok,MWIZXAAXAYIZEM-UHFFFAOYSA-N,O=C(CNC(=O)c1cnc(N2CCC(CO)CC2)c2ccccc12)NCc1ccco1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0037_gnina_poses.sdf
FXIA-GEN-022332,CCOc1ccc2cc(C(=CC(=O)O)c3cc4c(cc3OC)CCO4)n(CC)c2c1,80,reinvent_denovo,0.973724246,6.8305697441,-8.70478,407.466,69.92,4.52,1.0,4.0,7.0,0.0,2.757,0.0,0.162,0.162,C=C(c1ccc2c(c1)OCC2)c1cc2ccccc2[nH]1,CC(C1CCC2CCCC2C1)C1CC2CCCCC2C1,59,true,ok,PKSUBVGHQZBSAM-UHFFFAOYSA-N,CCOc1ccc2cc(C(=CC(=O)O)c3cc4c(cc3OC)CCO4)n(CC)c2c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0045_gnina_poses.sdf
FXIA-GEN-028676,CC(C)OP(=O)(OC(C)C)c1ccc(-c2cc(Cl)ccc2-n2cnnn2)c[n+]1[O-],81,mol2mol,0.9733781815,6.9169883728,-8.46824,437.824,106.07,3.285,0.0,7.0,7.0,0.0,3.436,0.0,0.219,0.469,c1c[nH+]cc(-c2ccccc2-n2cnnn2)c1,C1CCC(C2CCCCC2C2CCCC2)CC1,60,true,ok,UFKYJQPQEIISDR-UHFFFAOYSA-N,CC(C)OP(=O)(OC(C)C)c1ccc(-c2cc(Cl)ccc2-n2cnnn2)c[n+]1[O-],results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0058_gnina_poses.sdf
FXIA-GEN-021301,CCCCNC(=O)C1CCCCN1C(=O)COC(=O)c1sc2ccccc2c1Cl,83,reinvent_denovo,0.9732940197,6.787627697,-7.8189,436.961,75.71,4.009,1.0,5.0,7.0,0.0,2.681,0.0,0.125,0.192,O=C(OCC(=O)N1CCCCC1)c1cc2ccccc2s1,CC(CCC(C)C1CC2CCCCC2C1)C1CCCCC1,61,true,ok,OSLDYPOSZGXXQZ-UHFFFAOYSA-N,CCCCNC(=O)C1CCCCN1C(=O)COC(=O)c1sc2ccccc2c1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0043_gnina_poses.sdf
FXIA-GEN-008688,CC(C)(C)OC(=O)N1CCCC1C(=O)OCC(=O)c1ccc(OC(F)F)cc1,86,reinvent_denovo,0.9730912447,6.3709535599,-7.73904,399.39,82.14,3.413,0.0,6.0,6.0,0.0,2.684,0.0,0.13,0.216,O=C(COC(=O)C1CCCN1)c1ccccc1,CC(CCC(C)C1CCCC1)C1CCCCC1,62,true,ok,GOIXEMYLBISMSQ-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCCC1C(=O)OCC(=O)c1ccc(OC(F)F)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0018_gnina_poses.sdf
FXIA-GEN-031555,CC1CCC(C(=O)c2ncccc2S(=O)(=O)c2ccc(C#N)cc2)CN1C(=O)C1CC1,87,reinvent_denovo,0.9730038643,7.0209050179,-8.97075,437.521,108.2,3.006,0.0,6.0,5.0,0.0,3.364,0.0,0.118,0.202,O=C(c1ncccc1S(=O)(=O)c1ccccc1)C1CCCN(C(=O)C2CC2)C1,CC(C1CC1)C1CCCC(C(C)C2CCCCC2C(C)(C)C2CCCCC2)C1,63,true,ok,WBISMTKHCOCKLE-UHFFFAOYSA-N,CC1CCC(C(=O)c2ncccc2S(=O)(=O)c2ccc(C#N)cc2)CN1C(=O)C1CC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0064_gnina_poses.sdf
FXIA-GEN-031111,O=C(c1cccs1)c1cc(O)c(I)cc1[N+](=O)[O-],88,reinvent_denovo,0.972871542,6.0384483337,-6.73119,375.143,80.44,3.198,1.0,5.0,3.0,0.0,2.552,0.0,0.076,0.117,O=C(c1ccccc1)c1cccs1,CC(C1CCCCC1)C1CCCC1,64,true,ok,VTZVJEQPLYYPHG-UHFFFAOYSA-N,O=C(c1cccs1)c1cc(O)c(I)cc1[N+](=O)[O-],results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0063_gnina_poses.sdf
FXIA-GEN-022851,Cc1cccc(OCCNC(=O)C(=O)Nc2cccc(Cl)c2Cl)c1,89,reinvent_denovo,0.9728047252,6.1624588966,-7.92417,367.232,67.43,3.436,2.0,3.0,5.0,0.0,1.958,0.0,0.133,0.179,O=C(NCCOc1ccccc1)C(=O)Nc1ccccc1,CC(CCCCC1CCCCC1)C(C)CC1CCCCC1,65,true,ok,PTOMZZGCKUSBSY-UHFFFAOYSA-N,Cc1cccc(OCCNC(=O)C(=O)Nc2cccc(Cl)c2Cl)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0046_gnina_poses.sdf
FXIA-GEN-015217,COc1c(N)cc(C(=O)Nc2ccc(C)c(Br)c2)cc1Cl,91,reinvent_denovo,0.9727429152,6.2578635216,-6.3368,369.646,64.35,4.254,2.0,3.0,3.0,0.0,2.061,0.0,0.192,0.202,O=C(Nc1ccccc1)c1ccccc1,CC(CC1CCCCC1)C1CCCCC1,66,true,ok,KUDCQJSEHZVQGN-UHFFFAOYSA-N,COc1c(N)cc(C(=O)Nc2ccc(C)c(Br)c2)cc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0031_gnina_poses.sdf
FXIA-GEN-019955,COc1ccc(Cl)cc1CN(C)CC(=O)Nc1cc(C#N)ccc1N,92,reinvent_denovo,0.9727396369,6.3933634758,-8.0166,358.829,91.38,2.873,2.0,5.0,6.0,0.0,2.183,0.0,0.21,0.21,O=C(CNCc1ccccc1)Nc1ccccc1,CC(CCCC1CCCCC1)CC1CCCCC1,67,true,ok,NUTFGRXAVOUFGU-UHFFFAOYSA-N,COc1ccc(Cl)cc1CN(C)CC(=O)Nc1cc(C#N)ccc1N,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0040_gnina_poses.sdf
FXIA-GEN-020191,CCOC(=NC(=O)NC(C)=NC(C#N)c1ccc(Cl)cc1)OCc1ccccc1,93,reinvent_denovo,0.9727326632,7.1925520897,-8.15252,412.877,96.07,4.642,1.0,5.0,5.0,0.0,3.565,0.0,0.152,0.188,O=C(N=COCc1ccccc1)NC=NCc1ccccc1,CC(CCCCC1CCCCC1)CCCCC1CCCCC1,68,true,ok,NYMLRUPMSAMJJB-UHFFFAOYSA-N,CCOC(=NC(=O)NC(C)=NC(C#N)c1ccc(Cl)cc1)OCc1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0041_gnina_poses.sdf
FXIA-GEN-000135,CC(Cc1ccc(F)cc1)NC(N)=NOC(=O)c1ccc(-c2cnnn2C)cc1,94,linkinvent,0.9727227092,7.3237133026,-8.56125,396.426,107.42,2.229,2.0,5.0,6.0,0.0,3.11,0.0,0.182,0.359,O=C(ON=CNCCc1ccccc1)c1ccc(-c2cnn[nH]2)cc1,CC(CCCCCCC1CCCCC1)C1CCC(C2CCCC2)CC1,69,true,ok,ACMRKYBZOVHYGA-UHFFFAOYSA-N,CC(Cc1ccc(F)cc1)NC(N)=NOC(=O)c1ccc(-c2cnnn2C)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0001_gnina_poses.sdf
FXIA-GEN-029539,COc1cc(OC)c(-c2nnc(SC(C)C(=O)NC3CC3)o2)cc1OC,95,reinvent_denovo,0.9726809859,6.5806117058,-7.78598,379.438,95.71,2.522,1.0,8.0,8.0,0.0,2.728,0.0,0.173,0.173,O=C(CSc1nnc(-c2ccccc2)o1)NC1CC1,CC(CCC1CCC(C2CCCCC2)C1)CC1CC1,70,true,ok,UTQDBMJVSDMOEM-UHFFFAOYSA-N,COc1cc(OC)c(-c2nnc(SC(C)C(=O)NC3CC3)o2)cc1OC,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0060_gnina_poses.sdf
FXIA-GEN-017731,CC(=O)c1cccc(NC(=O)COC(=O)C(C)NC(=O)c2ccccc2Cl)c1,96,reinvent_denovo,0.9726630449,6.4550480843,-8.18474,402.834,101.57,2.843,2.0,5.0,7.0,0.0,2.357,0.0,0.171,0.208,O=C(COC(=O)CNC(=O)c1ccccc1)Nc1ccccc1,CC(CCC(C)CC1CCCCC1)CCC(C)C1CCCCC1,71,true,ok,MKCJMMAWHGXJRC-UHFFFAOYSA-N,CC(=O)c1cccc(NC(=O)COC(=O)C(C)NC(=O)c2ccccc2Cl)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0036_gnina_poses.sdf
FXIA-GEN-026185,O=C(COc1ccc2ccccc2c1)NN=Cc1ccc(Br)o1,97,reinvent_denovo,0.9725791812,6.0453209877,-8.22943,373.206,63.83,3.724,1.0,4.0,5.0,0.0,2.127,0.0,0.091,0.126,O=C(COc1ccc2ccccc2c1)NN=Cc1ccco1,CC(CCCC1CCCC1)CCC1CCC2CCCCC2C1,72,true,ok,RWWQYHYDLYERAR-UHFFFAOYSA-N,O=C(COc1ccc2ccccc2c1)NN=Cc1ccc(Br)o1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0053_gnina_poses.sdf
FXIA-GEN-011667,O=C(Cc1ccccc1)NCCN1C(=O)SC(=Cc2ccc(Cl)c(Cl)c2)C1=O,99,reinvent_denovo,0.9721611142,6.9634857178,-8.61136,435.332,66.48,4.389,1.0,4.0,6.0,0.0,2.137,0.0,0.115,0.206,O=C(Cc1ccccc1)NCCN1C(=O)SC(=Cc2ccccc2)C1=O,CC(CCCC1C(C)CC(CC2CCCCC2)C1C)CC1CCCCC1,73,true,ok,ILQKLZZEGWTRJF-UHFFFAOYSA-N,O=C(Cc1ccccc1)NCCN1C(=O)SC(=Cc2ccc(Cl)c(Cl)c2)C1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0024_gnina_poses.sdf
FXIA-GEN-018296,COc1ccccc1NC(=O)CN1C(=O)SC(=Cc2cc(C)ccc2SC)C1=O,100,reinvent_denovo,0.9721354246,6.8445796967,-8.52798,428.535,75.71,4.401,1.0,6.0,6.0,0.0,2.332,0.0,0.157,0.157,O=C(CN1C(=O)SC(=Cc2ccccc2)C1=O)Nc1ccccc1,CC(CC1CCCCC1)CC1C(C)CC(CC2CCCCC2)C1C,74,true,ok,MTCVJANMIDFJEE-UHFFFAOYSA-N,COc1ccccc1NC(=O)CN1C(=O)SC(=Cc2cc(C)ccc2SC)C1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0037_gnina_poses.sdf
FXIA-GEN-017224,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)NCc1ccc(OCC(=O)N(C)C)cc1,102,reinvent_denovo,0.9718105197,7.1743264198,-8.32436,407.448,118.85,1.849,1.0,6.0,8.0,0.0,2.141,0.0,0.096,0.136,O=S(=O)(NCc1ccccc1)c1ccccc1,CC(C)(CCC1CCCCC1)C1CCCCC1,75,true,ok,MBVNVUNWDUWWSH-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)NCc1ccc(OCC(=O)N(C)C)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0035_gnina_poses.sdf
FXIA-GEN-005279,NCc1cc(S(=O)(=O)c2ccc(Cl)c(Cl)c2)ccc1Cl,104,reinvent_denovo,0.9715571404,6.5574164391,-7.51846,350.654,60.16,3.938,1.0,3.0,3.0,0.0,2.079,0.0,0.108,0.143,O=S(=O)(c1ccccc1)c1ccccc1,CC(C)(C1CCCCC1)C1CCCCC1,76,true,ok,DKDGSQYOLMBSHI-UHFFFAOYSA-N,NCc1cc(S(=O)(=O)c2ccc(Cl)c(Cl)c2)ccc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0011_gnina_poses.sdf
FXIA-GEN-009766,CN(CCOc1ccccc1Cl)CC(=O)Nc1sc2c(c1C#N)CCCC2,106,reinvent_denovo,0.9714791775,7.0504965782,-8.21616,403.935,65.36,4.101,1.0,5.0,7.0,0.0,2.34,0.0,0.118,0.183,O=C(CNCCOc1ccccc1)Nc1cc2c(s1)CCCC2,CC(CCCCCC1CCCCC1)CC1CC2CCCCC2C1,77,true,ok,HGBRYCMGHVFWBL-UHFFFAOYSA-N,CN(CCOc1ccccc1Cl)CC(=O)Nc1sc2c(c1C#N)CCCC2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0020_gnina_poses.sdf
FXIA-GEN-008713,COC(=O)c1ccc(O)c(S(=O)(=O)Nc2cccc(CCC(=O)N(C)C)c2)c1,107,reinvent_denovo,0.9714483619,6.8534822464,-7.93577,406.46,113.01,2.0,2.0,6.0,7.0,0.0,2.202,0.0,0.116,0.172,O=S(=O)(Nc1ccccc1)c1ccccc1,CC(C)(CC1CCCCC1)C1CCCCC1,78,true,ok,GOTHBHWYOYCRAK-UHFFFAOYSA-N,COC(=O)c1ccc(O)c(S(=O)(=O)Nc2cccc(CCC(=O)N(C)C)c2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0018_gnina_poses.sdf
FXIA-GEN-032267,NC(=O)CNC(=O)c1c(NC(=O)c2cccc3c2oc2ccccc23)sc2c1CCC2,109,reinvent_denovo,0.9712101221,6.7968373299,-8.27476,433.489,114.43,3.604,3.0,5.0,5.0,0.0,2.43,0.0,0.12,0.162,O=C(Nc1cc2c(s1)CCC2)c1cccc2c1oc1ccccc12,CC(CC1CC2CCCC2C1)C1CCCC2C3CCCCC3CC12,79,true,ok,WMXILFPZVWYPFA-UHFFFAOYSA-N,NC(=O)CNC(=O)c1c(NC(=O)c2cccc3c2oc2ccccc23)sc2c1CCC2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0065_gnina_poses.sdf
FXIA-GEN-008403,Cc1ccccc1CNC(=O)CN1C(=O)c2c(n(C)c3ccc([N+](=O)[O-])cc23)C1=O,111,reinvent_denovo,0.9710311294,6.5537576675,-9.30181,406.398,114.55,2.307,1.0,5.0,5.0,0.0,2.471,0.0,0.12,0.143,O=C(CN1C(=O)c2[nH]c3ccccc3c2C1=O)NCc1ccccc1,CC(CCC1CCCCC1)CC1C(C)C2CC3CCCCC3C2C1C,80,true,ok,GKDVXRCTEDUUHO-UHFFFAOYSA-N,Cc1ccccc1CNC(=O)CN1C(=O)c2c(n(C)c3ccc([N+](=O)[O-])cc23)C1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0017_gnina_poses.sdf
FXIA-GEN-019582,Cn1nncc1-c1ccc(C(N)=O)cc1OC1CCC(c2ccc(F)cc2)CC1,112,linkinvent,0.9710175395,7.111887455,-8.61364,394.45,83.03,3.825,1.0,4.0,5.0,0.0,2.571,0.0,0.183,0.219,c1ccc(C2CCC(Oc3ccccc3-c3cnn[nH]3)CC2)cc1,C1CCC(C2CCC(CC3CCCCC3C3CCCC3)CC2)CC1,81,true,ok,NOQPEMYURNEEBN-UHFFFAOYSA-N,Cn1nncc1-c1ccc(C(N)=O)cc1OC1CCC(c2ccc(F)cc2)CC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0040_gnina_poses.sdf
